Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  mem_config_create_switches
  0.00      0.00     0.00        1     0.00     0.00  mem_config_read
  0.00      0.00     0.00        1     0.00     0.00  mem_config_read_entries
  0.00      0.00     0.00        1     0.00     0.00  mem_config_read_modules
  0.00      0.00     0.00        1     0.00     0.00  mem_system_dump_report
  0.00      0.00     0.00        1     0.00     0.00  mips_asm_done
  0.00      0.00     0.00        1     0.00     0.00  mips_asm_init
  0.00      0.00     0.00        1     0.00     0.00  mips_emu_done
  0.00      0.00     0.00        1     0.00     0.00  mips_emu_init
  0.00      0.00     0.00        1     0.00     0.00  mips_sys_done
  0.00      0.00     0.00        1     0.00     0.00  mips_sys_init
  0.00      0.00     0.00        1     0.00     0.00  mmu_dump_report
  0.00      0.00     0.00        1     0.00     0.00  net_read_config
  0.00      0.00     0.00        1     0.00     0.00  opencl_si_program_list_done
  0.00      0.00     0.00        1     0.00     0.00  opengl_done
  0.00      0.00     0.00        1     0.00     0.00  opengl_init
  0.00      0.00     0.00        1     0.00     0.00  si_disasm_done
  0.00      0.00     0.00        1     0.00     0.00  si_disasm_init
  0.00      0.00     0.00        1     0.00     0.00  si_emu_done
  0.00      0.00     0.00        1     0.00     0.00  si_emu_init
  0.00      0.00     0.00        1     0.00     0.00  si_isa_done
  0.00      0.00     0.00        1     0.00     0.00  si_isa_init
  0.00      0.00     0.00        1     0.00     0.00  x86_asm_done
  0.00      0.00     0.00        1     0.00     0.00  x86_asm_init
  0.00      0.00     0.00        1     0.00     0.00  x86_emu_done
  0.00      0.00     0.00        1     0.00     0.00  x86_emu_init
  0.00      0.00     0.00        1     0.00     0.00  x86_uinst_done
  0.00      0.00     0.00        1     0.00     0.00  x86_uinst_init

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       1/208         x86_uinst_done [136]
                0.00    0.00       1/208         FrmEmuRun [60]
                0.00    0.00       1/208         mem_config_read_modules [113]
                0.00    0.00       1/208         mem_config_create_switches [110]
                0.00    0.00       1/208         mmu_done [4204]
                0.00    0.00       2/208         mem_system_done [3553]
                0.00    0.00       2/208         esim_init [2665]
                0.00    0.00       2/208         debug_done [2572]
                0.00    0.00       3/208         SIEmuRun [64]
                0.00    0.00       3/208         esim_new_domain [35]
                0.00    0.00       6/208         mem_config_read [111]
                0.00    0.00       9/208         runtime_done [4408]
                0.00    0.00      84/208         esim_register_event_with_name [4]
                0.00    0.00      92/208         esim_done [2656]
[1]      0.0    0.00    0.00     208         list_count [1]
-----------------------------------------------
                0.00    0.00       1/185         debug_done [2572]
                0.00    0.00       2/185         esim_init [2665]
                0.00    0.00       8/185         runtime_done [4408]
                0.00    0.00      84/185         esim_register_event_with_name [4]
                0.00    0.00      90/185         esim_done [2656]
[2]      0.0    0.00    0.00     185         list_get [2]
-----------------------------------------------
                0.00    0.00       3/90          esim_new_domain [35]
                0.00    0.00       3/90          esim_init [2665]
                0.00    0.00      84/90          esim_register_event_with_name [4]
[3]      0.0    0.00    0.00      90         list_add [3]
                0.00    0.00       4/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       4/84          net_init [4303]
                0.00    0.00      80/84          mem_system_init [3558]
[4]      0.0    0.00    0.00      84         esim_register_event_with_name [4]
                0.00    0.00      84/185         list_get [2]
                0.00    0.00      84/208         list_count [1]
                0.00    0.00      84/1053        __xcalloc [5884]
                0.00    0.00      84/140         __xstrdup [5885]
                0.00    0.00      84/90          list_add [3]
-----------------------------------------------
                0.00    0.00       1/27          config_free [80]
                0.00    0.00       3/27          config_section_first [34]
                0.00    0.00       6/27          mem_config_check_disjoint [24]
                0.00    0.00       6/27          mem_config_calculate_mod_levels_arch [22]
                0.00    0.00      11/27          evg_opencl_repo_free_all_objects [96]
[5]      0.0    0.00    0.00      27         linked_list_head [5]
-----------------------------------------------
                0.00    0.00       1/25          config_free [80]
                0.00    0.00       6/25          mem_config_check_disjoint [24]
                0.00    0.00       6/25          mem_config_calculate_mod_levels_arch [22]
                0.00    0.00      12/25          evg_opencl_repo_free_all_objects [96]
[6]      0.0    0.00    0.00      25         linked_list_is_end [6]
-----------------------------------------------
                0.00    0.00       1/13          x86_uinst_init [137]
                0.00    0.00       1/13          runtime_init [4410]
                0.00    0.00       1/13          debug_init [2573]
                0.00    0.00       2/13          si_emu_init [129]
                0.00    0.00       2/13          mem_system_init [3558]
                0.00    0.00       2/13          esim_init [2665]
                0.00    0.00       4/13          frm_emu_init [101]
[7]      0.0    0.00    0.00      13         list_create [7]
                0.00    0.00      26/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       1/12          x86_emu_done [134]
                0.00    0.00       1/12          SIEmuDestroy [63]
                0.00    0.00       1/12          mmu_done [4204]
                0.00    0.00       1/12          class_delete [15]
                0.00    0.00       2/12          mem_system_done [3553]
                0.00    0.00       2/12          esim_done [2656]
                0.00    0.00       4/12          FrmEmuDestroy [59]
[8]      0.0    0.00    0.00      12         list_free [8]
-----------------------------------------------
                0.00    0.00       1/11          x86_asm_init [133]
                0.00    0.00       1/11          arm_emu_init [73]
                0.00    0.00       1/11          evg_emu_init [87]
                0.00    0.00       1/11          frm_emu_init [101]
                0.00    0.00       1/11          mips_emu_init [118]
                0.00    0.00       1/11          si_emu_init [129]
                0.00    0.00       2/11          x86_emu_init [135]
                0.00    0.00       3/11          X86CpuInit [329]
[9]      0.0    0.00    0.00      11         class_init [9]
-----------------------------------------------
                0.00    0.00       1/11          x86_asm_init [133]
                0.00    0.00       1/11          arm_emu_init [73]
                0.00    0.00       1/11          evg_emu_init [87]
                0.00    0.00       1/11          frm_emu_init [101]
                0.00    0.00       1/11          mips_emu_init [118]
                0.00    0.00       1/11          si_emu_init [129]
                0.00    0.00       2/11          x86_emu_init [135]
                0.00    0.00       3/11          X86CpuInit [329]
[10]     0.0    0.00    0.00      11         class_register [10]
-----------------------------------------------
                0.00    0.00       1/10          config_section_exists [82]
                0.00    0.00       9/10          config_read_string [33]
[11]     0.0    0.00    0.00      10         hash_table_get [11]
-----------------------------------------------
                0.00    0.00       1/9           evg_opencl_repo_create [94]
                0.00    0.00       1/9           esim_init [2665]
                0.00    0.00       1/9           config_create [79]
                0.00    0.00       6/9           arch_register [444]
[12]     0.0    0.00    0.00       9         linked_list_create [12]
-----------------------------------------------
                0.00    0.00       1/9           evg_opencl_repo_free [95]
                0.00    0.00       1/9           esim_done [2656]
                0.00    0.00       1/9           config_free [80]
                0.00    0.00       6/9           arch_done [437]
[13]     0.0    0.00    0.00       9         linked_list_free [13]
-----------------------------------------------
                0.00    0.00       7/7           class_delete [15]
[14]     0.0    0.00    0.00       7         ObjectDestroy [14]
-----------------------------------------------
                0.00    0.00       1/7           x86_emu_done [134]
                0.00    0.00       1/7           mips_emu_done [117]
                0.00    0.00       5/7           arch_done [437]
[15]     0.0    0.00    0.00       7         class_delete [15]
                0.00    0.00       7/7           ObjectDestroy [14]
                0.00    0.00       6/6           m2s_timer_free [21]
                0.00    0.00       6/6           EmuDestroy [19]
                0.00    0.00       2/5           mem_free [27]
                0.00    0.00       1/1           X86EmuDestroy [67]
                0.00    0.00       1/1           AsmDestroy [56]
                0.00    0.00       1/1           X86AsmDestroy [66]
                0.00    0.00       1/12          list_free [8]
                0.00    0.00       1/1           SIEmuDestroy [63]
                0.00    0.00       1/1           MIPSEmuDestroy [61]
                0.00    0.00       1/1           FrmEmuDestroy [59]
                0.00    0.00       1/1           EvgEmuDestroy [57]
                0.00    0.00       1/1           ARMEmuDestroy [53]
-----------------------------------------------
                0.00    0.00       1/7           x86_emu_init [135]
                0.00    0.00       1/7           x86_asm_init [133]
                0.00    0.00       1/7           arm_emu_init [73]
                0.00    0.00       1/7           evg_emu_init [87]
                0.00    0.00       1/7           frm_emu_init [101]
                0.00    0.00       1/7           mips_emu_init [118]
                0.00    0.00       1/7           si_emu_init [129]
[16]     0.0    0.00    0.00       7         class_new [16]
                0.00    0.00       7/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       1/7           esim_init [2665]
                0.00    0.00       6/7           EmuCreate [18]
[17]     0.0    0.00    0.00       7         m2s_timer_create [17]
                0.00    0.00       7/1053        __xcalloc [5884]
                0.00    0.00       7/140         __xstrdup [5885]
-----------------------------------------------
                0.00    0.00       1/6           x86_emu_init [135]
                0.00    0.00       1/6           arm_emu_init [73]
                0.00    0.00       1/6           evg_emu_init [87]
                0.00    0.00       1/6           frm_emu_init [101]
                0.00    0.00       1/6           mips_emu_init [118]
                0.00    0.00       1/6           si_emu_init [129]
[18]     0.0    0.00    0.00       6         EmuCreate [18]
                0.00    0.00       6/140         __xstrdup [5885]
                0.00    0.00       6/7           m2s_timer_create [17]
-----------------------------------------------
                0.00    0.00       6/6           class_delete [15]
[19]     0.0    0.00    0.00       6         EmuDestroy [19]
-----------------------------------------------
                0.00    0.00       1/6           mem_config_read_modules [113]
                0.00    0.00       1/6           mem_config_read_entries [112]
                0.00    0.00       1/6           mem_config_read [111]
                0.00    0.00       3/6           evg_opencl_repo_free_all_objects [96]
[20]     0.0    0.00    0.00       6         linked_list_get [20]
-----------------------------------------------
                0.00    0.00       6/6           class_delete [15]
[21]     0.0    0.00    0.00       6         m2s_timer_free [21]
-----------------------------------------------
                0.00    0.00       6/6           arch_for_each [28]
[22]     0.0    0.00    0.00       6         mem_config_calculate_mod_levels_arch [22]
                0.00    0.00       6/27          linked_list_head [5]
                0.00    0.00       6/25          linked_list_is_end [6]
-----------------------------------------------
                0.00    0.00       6/6           arch_for_each [28]
[23]     0.0    0.00    0.00       6         mem_config_check [23]
-----------------------------------------------
                0.00    0.00       6/6           arch_for_each [28]
[24]     0.0    0.00    0.00       6         mem_config_check_disjoint [24]
                0.00    0.00       6/27          linked_list_head [5]
                0.00    0.00       6/25          linked_list_is_end [6]
-----------------------------------------------
                0.00    0.00       6/6           arch_for_each [28]
[25]     0.0    0.00    0.00       6         mem_config_default [25]
-----------------------------------------------
                0.00    0.00       1/5           si_emu_init [129]
                0.00    0.00       2/5           evg_emu_init [87]
                0.00    0.00       2/5           frm_emu_init [101]
[26]     0.0    0.00    0.00       5         mem_create [26]
                0.00    0.00       5/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       1/5           EvgEmuDestroy [57]
                0.00    0.00       1/5           FrmEmuDestroy [59]
                0.00    0.00       1/5           SIEmuDestroy [63]
                0.00    0.00       2/5           class_delete [15]
[27]     0.0    0.00    0.00       5         mem_free [27]
-----------------------------------------------
                0.00    0.00       1/4           mem_config_read_entries [112]
                0.00    0.00       3/4           mem_config_read [111]
[28]     0.0    0.00    0.00       4         arch_for_each [28]
                0.00    0.00       6/6           mem_config_calculate_mod_levels_arch [22]
                0.00    0.00       6/6           mem_config_check_disjoint [24]
                0.00    0.00       6/6           mem_config_check [23]
                0.00    0.00       6/6           mem_config_default [25]
-----------------------------------------------
                0.00    0.00       4/4           config_check [78]
[29]     0.0    0.00    0.00       4         hash_table_find_next [29]
-----------------------------------------------
                0.00    0.00       4/4           config_read_string [33]
[30]     0.0    0.00    0.00       4         hash_table_insert [30]
                0.00    0.00       4/1053        __xcalloc [5884]
                0.00    0.00       4/140         __xstrdup [5885]
-----------------------------------------------
                0.00    0.00       2/4           evg_opencl_repo_add_object [39]
                0.00    0.00       2/4           evg_opencl_repo_remove_object [41]
[31]     0.0    0.00    0.00       4         linked_list_find [31]
-----------------------------------------------
                0.00    0.00       1/4           config_section_exists [82]
                0.00    0.00       3/4           config_read_string [33]
[32]     0.0    0.00    0.00       4         str_single_spaces [32]
-----------------------------------------------
                0.00    0.00       1/3           config_read_bool [81]
                0.00    0.00       2/3           config_read_int [38]
[33]     0.0    0.00    0.00       3         config_read_string [33]
                0.00    0.00       9/10          hash_table_get [11]
                0.00    0.00       4/4           hash_table_insert [30]
                0.00    0.00       3/4           str_single_spaces [32]
                0.00    0.00       3/3           str_trim [37]
-----------------------------------------------
                0.00    0.00       1/3           mem_config_read_modules [113]
                0.00    0.00       1/3           mem_config_read_entries [112]
                0.00    0.00       1/3           mem_config_read [111]
[34]     0.0    0.00    0.00       3         config_section_first [34]
                0.00    0.00       3/27          linked_list_head [5]
-----------------------------------------------
                0.00    0.00       1/3           net_read_config [122]
                0.00    0.00       2/3           mem_config_read [111]
[35]     0.0    0.00    0.00       3         esim_new_domain [35]
                0.00    0.00       3/1053        __xcalloc [5884]
                0.00    0.00       3/90          list_add [3]
                0.00    0.00       3/208         list_count [1]
-----------------------------------------------
                0.00    0.00       1/3           config_free [80]
                0.00    0.00       2/3           config_check [78]
[36]     0.0    0.00    0.00       3         hash_table_find_first [36]
-----------------------------------------------
                0.00    0.00       3/3           config_read_string [33]
[37]     0.0    0.00    0.00       3         str_trim [37]
-----------------------------------------------
                0.00    0.00       2/2           mem_config_read [111]
[38]     0.0    0.00    0.00       2         config_read_int [38]
                0.00    0.00       2/3           config_read_string [33]
-----------------------------------------------
                0.00    0.00       1/2           evg_opencl_platform_create [92]
                0.00    0.00       1/2           evg_opencl_device_create [90]
[39]     0.0    0.00    0.00       2         evg_opencl_repo_add_object [39]
                0.00    0.00       2/4           linked_list_find [31]
-----------------------------------------------
                0.00    0.00       1/2           evg_opencl_platform_create [92]
                0.00    0.00       1/2           evg_opencl_device_create [90]
[40]     0.0    0.00    0.00       2         evg_opencl_repo_new_object_id [40]
-----------------------------------------------
                0.00    0.00       1/2           evg_opencl_platform_free [93]
                0.00    0.00       1/2           evg_opencl_device_free [91]
[41]     0.0    0.00    0.00       2         evg_opencl_repo_remove_object [41]
                0.00    0.00       2/4           linked_list_find [31]
-----------------------------------------------
                0.00    0.00       2/2           net_done [4280]
[42]     0.0    0.00    0.00       2         file_close [42]
-----------------------------------------------
                0.00    0.00       2/2           config_create [79]
[43]     0.0    0.00    0.00       2         hash_table_create [43]
                0.00    0.00       4/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       2/2           config_free [80]
[44]     0.0    0.00    0.00       2         hash_table_free [44]
-----------------------------------------------
                0.00    0.00       2/2           esim_drain_heap [83]
[45]     0.0    0.00    0.00       2         heap_error [45]
-----------------------------------------------
                0.00    0.00       2/2           esim_drain_heap [83]
[46]     0.0    0.00    0.00       2         heap_extract [46]
-----------------------------------------------
                0.00    0.00       1/2           evg_opencl_platform_create [92]
                0.00    0.00       1/2           evg_opencl_device_create [90]
[47]     0.0    0.00    0.00       2         linked_list_add [47]
                0.00    0.00       2/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       1/2           evg_opencl_repo_free_all_objects [96]
                0.00    0.00       1/2           esim_process_all_events [2666]
[48]     0.0    0.00    0.00       2         linked_list_count [48]
-----------------------------------------------
                0.00    0.00       1/2           evg_opencl_platform_free [93]
                0.00    0.00       1/2           evg_opencl_device_free [91]
[49]     0.0    0.00    0.00       2         linked_list_remove [49]
-----------------------------------------------
                0.00    0.00       1/2           evg_isa_init [89]
                0.00    0.00       1/2           si_isa_init [131]
[50]     0.0    0.00    0.00       2         repos_create [50]
                0.00    0.00       2/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       1/2           evg_emu_done [86]
                0.00    0.00       1/2           si_emu_done [128]
[51]     0.0    0.00    0.00       2         repos_free [51]
-----------------------------------------------
                0.00    0.00       1/2           X86CpuInit [329]
                0.00    0.00       1/2           mem_system_init [3558]
[52]     0.0    0.00    0.00       2         trace_new_category [52]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[53]     0.0    0.00    0.00       1         ARMEmuDestroy [53]
-----------------------------------------------
                0.00    0.00       1/1           arch_run [445]
[54]     0.0    0.00    0.00       1         ARMEmuRun [54]
-----------------------------------------------
                0.00    0.00       1/1           X86AsmCreate [65]
[55]     0.0    0.00    0.00       1         AsmCreate [55]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[56]     0.0    0.00    0.00       1         AsmDestroy [56]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[57]     0.0    0.00    0.00       1         EvgEmuDestroy [57]
                0.00    0.00       1/1           evg_opencl_repo_free [95]
                0.00    0.00       1/1           evg_opencl_repo_free_all_objects [96]
                0.00    0.00       1/5           mem_free [27]
-----------------------------------------------
                0.00    0.00       1/1           arch_run [445]
[58]     0.0    0.00    0.00       1         EvgEmuRun [58]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[59]     0.0    0.00    0.00       1         FrmEmuDestroy [59]
                0.00    0.00       4/12          list_free [8]
                0.00    0.00       1/5           mem_free [27]
-----------------------------------------------
                0.00    0.00       1/1           arch_run [445]
[60]     0.0    0.00    0.00       1         FrmEmuRun [60]
                0.00    0.00       1/208         list_count [1]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[61]     0.0    0.00    0.00       1         MIPSEmuDestroy [61]
-----------------------------------------------
                0.00    0.00       1/1           arch_run [445]
[62]     0.0    0.00    0.00       1         MIPSEmuRun [62]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[63]     0.0    0.00    0.00       1         SIEmuDestroy [63]
                0.00    0.00       1/5           mem_free [27]
                0.00    0.00       1/12          list_free [8]
-----------------------------------------------
                0.00    0.00       1/1           arch_run [445]
[64]     0.0    0.00    0.00       1         SIEmuRun [64]
                0.00    0.00       3/208         list_count [1]
-----------------------------------------------
                0.00    0.00       1/1           x86_asm_init [133]
[65]     0.0    0.00    0.00       1         X86AsmCreate [65]
                0.00    0.00     741/1053        __xcalloc [5884]
                0.00    0.00       1/1           AsmCreate [55]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[66]     0.0    0.00    0.00       1         X86AsmDestroy [66]
-----------------------------------------------
                0.00    0.00       1/1           class_delete [15]
[67]     0.0    0.00    0.00       1         X86EmuDestroy [67]
-----------------------------------------------
                0.00    0.00       1/1           arch_run [445]
[68]     0.0    0.00    0.00       1         X86EmuRun [68]
-----------------------------------------------
                0.00    0.00       1/1           mem_system_init [3558]
[69]     0.0    0.00    0.00       1         arch_get_sim_kind_detailed_count [69]
-----------------------------------------------
                0.00    0.00       1/1           arm_emu_done [72]
[70]     0.0    0.00    0.00       1         arm_disasm_done [70]
-----------------------------------------------
                0.00    0.00       1/1           arm_emu_init [73]
[71]     0.0    0.00    0.00       1         arm_disasm_init [71]
-----------------------------------------------
                0.00    0.00       1/1           arch_done [437]
[72]     0.0    0.00    0.00       1         arm_emu_done [72]
                0.00    0.00       1/1           arm_sys_done [74]
                0.00    0.00       1/1           arm_disasm_done [70]
-----------------------------------------------
                0.00    0.00       1/1           arch_init [443]
[73]     0.0    0.00    0.00       1         arm_emu_init [73]
                0.00    0.00       1/11          class_init [9]
                0.00    0.00       1/1           arm_disasm_init [71]
                0.00    0.00       1/1           arm_sys_init [75]
                0.00    0.00       1/11          class_register [10]
                0.00    0.00       1/1           arm_thumb32_disasm_init [77]
                0.00    0.00       1/1           arm_thumb16_disasm_init [76]
                0.00    0.00       1/7           class_new [16]
                0.00    0.00       1/6           EmuCreate [18]
-----------------------------------------------
                0.00    0.00       1/1           arm_emu_done [72]
[74]     0.0    0.00    0.00       1         arm_sys_done [74]
-----------------------------------------------
                0.00    0.00       1/1           arm_emu_init [73]
[75]     0.0    0.00    0.00       1         arm_sys_init [75]
-----------------------------------------------
                0.00    0.00       1/1           arm_emu_init [73]
[76]     0.0    0.00    0.00       1         arm_thumb16_disasm_init [76]
                0.00    0.00      20/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       1/1           arm_emu_init [73]
[77]     0.0    0.00    0.00       1         arm_thumb32_disasm_init [77]
                0.00    0.00      81/1053        __xcalloc [5884]
-----------------------------------------------
                0.00    0.00       1/1           mem_config_read [111]
[78]     0.0    0.00    0.00       1         config_check [78]
                0.00    0.00       4/4           hash_table_find_next [29]
                0.00    0.00       2/3           hash_table_find_first [36]
